NODE_KEY,PARENT_KEY_NODE_KEY,SO_ITEM_GUID,QUANTITY,QUANTITY_UNIT,GROSS_AMOUNT,NET_AMOUNT,TAX_AMOUNT,CURRENCY_CODE,PRODUCT_GUID,INV_ITEM_POS
40F2E9AFC5011EE7AEC4A37070E0455C,40F2E9AFC5011EE7AEC4A36FBC1F655C,40F2E9AFC5011EE7AEC4A36BD0B4655C,1000,EA,1.49,1.25,23731,EUR,42F2E9AFC4EF1EE7A4AB154ADF14AC01,80
40F2E9AFC5011EE7AEC4A37070E0655C,40F2E9AFC5011EE7AEC4A36FBC1F655C,40F2E9AFC5011EE7AEC4A36BD0B4455C,3000,EA,3.41,2.87,54492,EUR,42F2E9AFC4EF1EE7A4AB154ADF148C01,70
40F2E9AFC5011EE7AEC4A37070E0855C,40F2E9AFC5011EE7AEC4A36FBC1F655C,40F2E9AFC5011EE7AEC4A36BD0B4255C,1000,EA,1.46,1.23,23370,MXN,42F2E9AFC4EF1EE7A4AB154ADF168C01,60
40F2E9AFC5011EE7AEC4A37070E0A55C,40F2E9AFC5011EE7AEC4A36FBC1F655C,40F2E9AFC5011EE7AEC4A36BD0B4055C,2000,EA,1.02,86000,16340,CAD,42F2E9AFC4EF1EE7A4AB154ADF166C01,50
40F2E9AFC5011EE7AEC4A37070E0C55C,40F2E9AFC5011EE7AEC4A36FBC1F655C,40F2E9AFC5011EE7AEC4A36BD0B3E55C,2000,EA,94962,79800,15162,USD,42F2E9AFC4EF1EE7A4AB154ADF164C01,40
40F2E9AFC5011EE7AEC4A37070E0E55C,40F2E9AFC5011EE7AEC4A36FBC1F655C,40F2E9AFC5011EE7AEC4A36BD0B3C55C,1000,EA,41055,34500,6555,EUR,42F2E9AFC4EF1EE7A4AB154ADF162C01,30
40F2E9AFC5011EE7AEC4A37070E1055C,40F2E9AFC5011EE7AEC4A36FBC1F655C,40F2E9AFC5011EE7AEC4A36BD0B3A55C,3000,EA,1.02,85500,16245,GBP,42F2E9AFC4EF1EE7A4AB154ADF160C01,20
40F2E9AFC5011EE7AEC4A37070E1255C,40F2E9AFC5011EE7AEC4A36FBC1F655C,40F2E9AFC5011EE7AEC4A36BD0B3855C,2000,EA,54740,46000,8740,EUR,42F2E9AFC4EF1EE7A4AB154ADF15EC01,10
40F2E9AFC5011EE7AEC4A37070E1455C,40F2E9AFC5011EE7AEC4A36FBC1F855C,40F2E9AFC5011EE7AEC4A36BD0B5255C,2000,EA,6188,5200,988,CHF,42F2E9AFC4EF1EE7A4AB154ADF184C01,60
40F2E9AFC5011EE7AEC4A37070E1655C,40F2E9AFC5011EE7AEC4A36FBC1F855C,40F2E9AFC5011EE7AEC4A36BD0B5055C,1000,EA,1904,1600,304,CAD,42F2E9AFC4EF1EE7A4AB154ADF182C01,50
40F2E9AFC5011EE7AEC4A37070E1855C,40F2E9AFC5011EE7AEC4A36FBC1F855C,40F2E9AFC5011EE7AEC4A36BD0B4E55C,3000,EA,4998,4200,798,BRL,42F2E9AFC4EF1EE7A4AB154ADF180C01,40
40F2E9AFC5011EE7AEC4A37070E1A55C,40F2E9AFC5011EE7AEC4A36FBC1F855C,40F2E9AFC5011EE7AEC4A36BD0B4855C,2000,EA,2142,1800,342,EUR,42F2E9AFC4EF1EE7A4AB154ADF17AC01,10
40F2E9AFC5011EE7AEC4A37070E1C55C,40F2E9AFC5011EE7AEC4A36FBC1F855C,40F2E9AFC5011EE7AEC4A36BD0B4A55C,2000,EA,1666,1400,266,EUR,42F2E9AFC4EF1EE7A4AB154ADF17CC01,20
40F2E9AFC5011EE7AEC4A37070E1E55C,40F2E9AFC5011EE7AEC4A36FBC1F855C,40F2E9AFC5011EE7AEC4A36BD0B4C55C,2000,EA,2618,2200,418,ARS,42F2E9AFC4EF1EE7A4AB154ADF17EC01,30
40F2E9AFC5011EE7AEC4A37070E2055C,40F2E9AFC5011EE7AEC4A36FBC1FA55C,40F2E9AFC5011EE7AEC4A36BD0B5855C,2000,EA,83062,69800,13262,EUR,42F2E9AFC4EF1EE7A4AB154ADF16EC01,30
40F2E9AFC5011EE7AEC4A37070E2255C,40F2E9AFC5011EE7AEC4A36FBC1FA55C,40F2E9AFC5011EE7AEC4A36BD0B5655C,2000,EA,1.17,98000,18620,ARS,42F2E9AFC4EF1EE7A4AB154ADF16CC01,20
40F2E9AFC5011EE7AEC4A37070E2455C,40F2E9AFC5011EE7AEC4A36FBC1FA55C,40F2E9AFC5011EE7AEC4A36BD0B5455C,2000,EA,1.98,1.66,31540,EUR,42F2E9AFC4EF1EE7A4AB154ADF16AC01,10
40F2E9AFC5011EE7AEC4A37070E2655C,40F2E9AFC5011EE7AEC4A36FBC1FC55C,40F2E9AFC5011EE7AEC4A36BD0B6655C,3000,EA,4998,4200,798,JPY,42F2E9AFC4EF1EE7A4AB154ADF18CC01,70
40F2E9AFC5011EE7AEC4A37070E2855C,40F2E9AFC5011EE7AEC4A36FBC1FC55C,40F2E9AFC5011EE7AEC4A36BD0B6455C,1000,EA,1546,1299,247,USD,42F2E9AFC4EF1EE7A4AB154ADF18AC01,60
40F2E9AFC5011EE7AEC4A37070E2A55C,40F2E9AFC5011EE7AEC4A36FBC1FC55C,40F2E9AFC5011EE7AEC4A36BD0B6255C,2000,EA,2140,1798,342,EUR,42F2E9AFC4EF1EE7A4AB154ADF188C01,50
40F2E9AFC5011EE7AEC4A37070E2C55C,40F2E9AFC5011EE7AEC4A36FBC1FC55C,40F2E9AFC5011EE7AEC4A36BD0B6055C,2000,EA,1664,1398,266,USD,42F2E9AFC4EF1EE7A4AB154ADF186C01,40
40F2E9AFC5011EE7AEC4A37070E2E55C,40F2E9AFC5011EE7AEC4A36FBC1FC55C,40F2E9AFC5011EE7AEC4A36BD0B5E55C,3000,EA,36128,30360,5768,USD,42F2E9AFC4EF1EE7A4AB154ADF192C01,30
40F2E9AFC5011EE7AEC4A37070E3055C,40F2E9AFC5011EE7AEC4A36FBC1FC55C,40F2E9AFC5011EE7AEC4A36BD0B5C55C,2000,EA,19445,16340,3105,ZAR,42F2E9AFC4EF1EE7A4AB154ADF190C01,20
40F2E9AFC5011EE7AEC4A37070E3255C,40F2E9AFC5011EE7AEC4A36FBC1FC55C,40F2E9AFC5011EE7AEC4A36BD0B5A55C,2000,EA,16874,14180,2694,ARS,42F2E9AFC4EF1EE7A4AB154ADF18EC01,10
40F2E9AFC5011EE7AEC4A37070E3455C,40F2E9AFC5011EE7AEC4A36FBC1FE55C,40F2E9AFC5011EE7AEC4A36BD0B6855C,1000,EA,6545,5500,1045,JPY,42F2E9AFC4EF1EE7A4AB154ADF1AEC01,10
40F2E9AFC5011EE7AEC4A37070E3655C,40F2E9AFC5011EE7AEC4A36FBC1FE55C,40F2E9AFC5011EE7AEC4A36BD0B6A55C,3000,EA,10353,8700,1653,EUR,42F2E9AFC4EF1EE7A4AB154ADF1B0C01,20
40F2E9AFC5011EE7AEC4A37070E3855C,40F2E9AFC5011EE7AEC4A36FBC1FE55C,40F2E9AFC5011EE7AEC4A36BD0B6C55C,3000,EA,12138,10200,1938,MXN,42F2E9AFC4EF1EE7A4AB154ADF1B2C01,30
40F2E9AFC5011EE7AEC4A37070E3A55C,40F2E9AFC5011EE7AEC4A36FBC1FE55C,40F2E9AFC5011EE7AEC4A36BD0B6E55C,1000,EA,3558,2990,568,ARS,42F2E9AFC4EF1EE7A4AB154ADF1B4C01,40
40F2E9AFC5011EE7AEC4A37070E3C55C,40F2E9AFC5011EE7AEC4A36FBC20055C,40F2E9AFC5011EE7AEC4A36BD0B8055C,3000,EA,53193,44700,8493,MXN,42F2E9AFC4EF1EE7A4AB154ADF158C01,90
40F2E9AFC5011EE7AEC4A37070E3E55C,40F2E9AFC5011EE7AEC4A36FBC20055C,40F2E9AFC5011EE7AEC4A36BD0B7E55C,2000,EA,1.09,91800,17442,EUR,42F2E9AFC4EF1EE7A4AB154ADF156C01,80
40F2E9AFC5011EE7AEC4A37070E4055C,40F2E9AFC5011EE7AEC4A36FBC20055C,40F2E9AFC5011EE7AEC4A36BD0B7C55C,1000,EA,2.74,2.3,43681,JPY,42F2E9AFC4EF1EE7A4AB154ADF154C01,70
40F2E9AFC5011EE7AEC4A37070E4255C,40F2E9AFC5011EE7AEC4A36FBC20055C,40F2E9AFC5011EE7AEC4A36BD0B7A55C,2000,EA,4.76,4,75962,EUR,42F2E9AFC4EF1EE7A4AB154ADF152C01,60
40F2E9AFC5011EE7AEC4A37070E4455C,40F2E9AFC5011EE7AEC4A36FBC20055C,40F2E9AFC5011EE7AEC4A36BD0B7855C,2000,EA,71162,59800,11362,USD,42F2E9AFC4EF1EE7A4AB154ADF150C01,50
40F2E9AFC5011EE7AEC4A37070E4655C,40F2E9AFC5011EE7AEC4A36FBC20055C,40F2E9AFC5011EE7AEC4A36BD0B7655C,3000,EA,5.89,4.95,94050,EUR,42F2E9AFC4EF1EE7A4AB154ADF14EC01,40
40F2E9AFC5011EE7AEC4A37070E4855C,40F2E9AFC5011EE7AEC4A36FBC20055C,40F2E9AFC5011EE7AEC4A36BD0B7455C,2000,EA,3.74,3.14,59660,USD,42F2E9AFC4EF1EE7A4AB154ADF14CC01,30
40F2E9AFC5011EE7AEC4A37070E4A55C,40F2E9AFC5011EE7AEC4A36FBC20055C,40F2E9AFC5011EE7AEC4A36BD0B7255C,2000,EA,2.97,2.5,47462,EUR,42F2E9AFC4EF1EE7A4AB154ADF14AC01,20
40F2E9AFC5011EE7AEC4A37070E4C55C,40F2E9AFC5011EE7AEC4A36FBC20055C,40F2E9AFC5011EE7AEC4A36BD0B7055C,2000,EA,2.28,1.91,36328,EUR,42F2E9AFC4EF1EE7A4AB154ADF148C01,10
40F2E9AFC5011EE7AEC4A37070E4E55C,40F2E9AFC5011EE7AEC4A36FBC20255C,40F2E9AFC5011EE7AEC4A36BD0B8255C,1000,EA,2,1.68,31901,ARS,42F2E9AFC4EF1EE7A4AB154ADF15AC01,10
40F2E9AFC5011EE7AEC4A37070E5055C,40F2E9AFC5011EE7AEC4A36FBC20255C,40F2E9AFC5011EE7AEC4A36BD0B8455C,3000,EA,1.83,1.54,29184,USD,42F2E9AFC4EF1EE7A4AB154ADF15CC01,20
40F2E9AFC5011EE7AEC4A37070E5255C,40F2E9AFC5011EE7AEC4A36FBC20255C,40F2E9AFC5011EE7AEC4A36BD0B8655C,2000,EA,54740,46000,8740,EUR,42F2E9AFC4EF1EE7A4AB154ADF15EC01,30
40F2E9AFC5011EE7AEC4A37070E5455C,40F2E9AFC5011EE7AEC4A36FBC20255C,40F2E9AFC5011EE7AEC4A36BD0B8855C,2000,EA,67830,57000,10830,GBP,42F2E9AFC4EF1EE7A4AB154ADF160C01,40
40F2E9AFC5011EE7AEC4A37070E5655C,40F2E9AFC5011EE7AEC4A36FBC20255C,40F2E9AFC5011EE7AEC4A36BD0B8A55C,3000,EA,1.23,1.04,19665,EUR,42F2E9AFC4EF1EE7A4AB154ADF162C01,50
40F2E9AFC5011EE7AEC4A37070E5855C,40F2E9AFC5011EE7AEC4A36FBC20255C,40F2E9AFC5011EE7AEC4A36BD0B8C55C,2000,EA,94962,79800,15162,USD,42F2E9AFC4EF1EE7A4AB154ADF164C01,60
40F2E9AFC5011EE7AEC4A37070E5A55C,40F2E9AFC5011EE7AEC4A36FBC20255C,40F2E9AFC5011EE7AEC4A36BD0B8E55C,2000,EA,1.02,86000,16340,CAD,42F2E9AFC4EF1EE7A4AB154ADF166C01,70
40F2E9AFC5011EE7AEC4A37070E5C55C,40F2E9AFC5011EE7AEC4A36FBC20455C,40F2E9AFC5011EE7AEC4A36BD0B9055C,1000,EA,98770,83000,15770,EUR,42F2E9AFC4EF1EE7A4AB154ADF16AC01,10
40F2E9AFC5011EE7AEC4A37070E5E55C,40F2E9AFC5011EE7AEC4A36FBC20455C,40F2E9AFC5011EE7AEC4A36BD0B9255C,2000,EA,1.17,98000,18620,ARS,42F2E9AFC4EF1EE7A4AB154ADF16CC01,20
40F2E9AFC5011EE7AEC4A37070E6055C,40F2E9AFC5011EE7AEC4A36FBC20455C,40F2E9AFC5011EE7AEC4A36BD0B9455C,1000,EA,41531,34900,6631,EUR,42F2E9AFC4EF1EE7A4AB154ADF16EC01,30
40F2E9AFC5011EE7AEC4A37070E6255C,40F2E9AFC5011EE7AEC4A36FBC20455C,40F2E9AFC5011EE7AEC4A36BD0B9655C,1000,EA,16541,13900,2641,RUB,42F2E9AFC4EF1EE7A4AB154ADF170C01,40
40F2E9AFC5011EE7AEC4A37070E6455C,40F2E9AFC5011EE7AEC4A36FBC20455C,40F2E9AFC5011EE7AEC4A36BD0B9855C,1000,EA,11781,9900,1881,USD,42F2E9AFC4EF1EE7A4AB154ADF172C01,50
40F2E9AFC5011EE7AEC4A37070E6655C,40F2E9AFC5011EE7AEC4A36FBC20455C,40F2E9AFC5011EE7AEC4A36BD0B9A55C,3000,EA,60690,51000,9690,EUR,42F2E9AFC4EF1EE7A4AB154ADF174C01,60
40F2E9AFC5011EE7AEC4A37070E6855C,40F2E9AFC5011EE7AEC4A36FBC20655C,40F2E9AFC5011EE7AEC4A36BD0BAC55C,2000,EA,1664,1398,266,USD,42F2E9AFC4EF1EE7A4AB154ADF186C01,90
40F2E9AFC5011EE7AEC4A37070E6A55C,40F2E9AFC5011EE7AEC4A36FBC20655C,40F2E9AFC5011EE7AEC4A36BD0BAA55C,3000,EA,9282,7800,1482,CHF,42F2E9AFC4EF1EE7A4AB154ADF184C01,80
40F2E9AFC5011EE7AEC4A37070E6C55C,40F2E9AFC5011EE7AEC4A36FBC20655C,40F2E9AFC5011EE7AEC4A36BD0BA855C,2000,EA,3808,3200,608,CAD,42F2E9AFC4EF1EE7A4AB154ADF182C01,70
40F2E9AFC5011EE7AEC4A37070E6E55C,40F2E9AFC5011EE7AEC4A36FBC20655C,40F2E9AFC5011EE7AEC4A36BD0BA655C,1000,EA,1666,1400,266,BRL,42F2E9AFC4EF1EE7A4AB154ADF180C01,60
40F2E9AFC5011EE7AEC4A37070E7055C,40F2E9AFC5011EE7AEC4A36FBC20655C,40F2E9AFC5011EE7AEC4A36BD0BA455C,2000,EA,2618,2200,418,ARS,42F2E9AFC4EF1EE7A4AB154ADF17EC01,50
40F2E9AFC5011EE7AEC4A37070E7255C,40F2E9AFC5011EE7AEC4A36FBC20655C,40F2E9AFC5011EE7AEC4A36BD0BA255C,3000,EA,2499,2100,399,EUR,42F2E9AFC4EF1EE7A4AB154ADF17CC01,40
40F2E9AFC5011EE7AEC4A37070E7455C,40F2E9AFC5011EE7AEC4A36FBC20655C,40F2E9AFC5011EE7AEC4A36BD0BA055C,1000,EA,1071,900,171,EUR,42F2E9AFC4EF1EE7A4AB154ADF17AC01,30
40F2E9AFC5011EE7AEC4A37070E7655C,40F2E9AFC5011EE7AEC4A36FBC20655C,40F2E9AFC5011EE7AEC4A36BD0B9E55C,2000,EA,28322,23800,4522,JPY,42F2E9AFC4EF1EE7A4AB154ADF178C01,20
40F2E9AFC5011EE7AEC4A37070E7855C,40F2E9AFC5011EE7AEC4A36FBC20655C,40F2E9AFC5011EE7AEC4A36BD0B9C55C,3000,EA,35343,29700,5643,EUR,42F2E9AFC4EF1EE7A4AB154ADF176C01,10
40F2E9AFC5011EE7AEC4A37070E7A55C,40F2E9AFC5011EE7AEC4A36FBC20855C,40F2E9AFC5011EE7AEC4A36BD0BAE55C,2000,EA,2140,1798,342,EUR,42F2E9AFC4EF1EE7A4AB154ADF188C01,10
40F2E9AFC5011EE7AEC4A37070E7C55C,40F2E9AFC5011EE7AEC4A36FBC20855C,40F2E9AFC5011EE7AEC4A36BD0BB055C,1000,EA,1546,1299,247,USD,42F2E9AFC4EF1EE7A4AB154ADF18AC01,20
40F2E9AFC5011EE7AEC4A37070E7E55C,40F2E9AFC5011EE7AEC4A36FBC20855C,40F2E9AFC5011EE7AEC4A36BD0BB255C,2000,EA,3332,2800,532,JPY,42F2E9AFC4EF1EE7A4AB154ADF18CC01,30
40F2E9AFC5011EE7AEC4A37070E8055C,40F2E9AFC5011EE7AEC4A36FBC20A55C,40F2E9AFC5011EE7AEC4A36BD0BB455C,1000,EA,10698,8990,1708,USD,42F2E9AFC4EF1EE7A4AB154ADF1A6C01,10
40F2E9AFC5011EE7AEC4A37070E8255C,40F2E9AFC5011EE7AEC4A36FBC20A55C,40F2E9AFC5011EE7AEC4A36BD0BB655C,2000,EA,7116,5980,1136,ARS,42F2E9AFC4EF1EE7A4AB154ADF1B4C01,20
40F2E9AFC5011EE7AEC4A37070E8455C,40F2E9AFC5011EE7AEC4A36FBC20C55C,40F2E9AFC5011EE7AEC4A36BD0BBE55C,2000,EA,18326,15400,2926,EUR,42F2E9AFC4EF1EE7A4AB154ADF1ACC01,40
40F2E9AFC5011EE7AEC4A37070E8655C,40F2E9AFC5011EE7AEC4A36FBC20C55C,40F2E9AFC5011EE7AEC4A36BD0BBC55C,1000,EA,8211,6900,1311,USD,42F2E9AFC4EF1EE7A4AB154ADF1AAC01,30
40F2E9AFC5011EE7AEC4A37070E8855C,40F2E9AFC5011EE7AEC4A36FBC20C55C,40F2E9AFC5011EE7AEC4A36BD0BBA55C,3000,EA,28524,23970,4554,EUR,42F2E9AFC4EF1EE7A4AB154ADF1A8C01,20
40F2E9AFC5011EE7AEC4A37070E8A55C,40F2E9AFC5011EE7AEC4A36FBC20C55C,40F2E9AFC5011EE7AEC4A36BD0BB855C,3000,EA,32094,26970,5124,USD,42F2E9AFC4EF1EE7A4AB154ADF1A6C01,10
40F2E9AFC5011EE7AEC4A37070E8C55C,40F2E9AFC5011EE7AEC4A36FBC20E55C,40F2E9AFC5011EE7AEC4A36BD0BC055C,3000,EA,25311,21270,4041,ARS,42F2E9AFC4EF1EE7A4AB154ADF18EC01,10
40F2E9AFC5011EE7AEC4A37070E8E55C,40F2E9AFC5011EE7AEC4A36FBC20E55C,40F2E9AFC5011EE7AEC4A36BD0BC255C,1000,EA,9722,8170,1552,ZAR,42F2E9AFC4EF1EE7A4AB154ADF190C01,20
40F2E9AFC5011EE7AEC4A37070E9055C,40F2E9AFC5011EE7AEC4A36FBC20E55C,40F2E9AFC5011EE7AEC4A36BD0BC455C,3000,EA,36128,30360,5768,USD,42F2E9AFC4EF1EE7A4AB154ADF192C01,30
40F2E9AFC5011EE7AEC4A37070E9255C,40F2E9AFC5011EE7AEC4A36FBC20E55C,40F2E9AFC5011EE7AEC4A36BD0BC655C,1000,EA,16659,13999,2660,EUR,42F2E9AFC4EF1EE7A4AB154ADF194C01,40
40F2E9AFC5011EE7AEC4A37070E9455C,40F2E9AFC5011EE7AEC4A36FBC20E55C,40F2E9AFC5011EE7AEC4A36BD0BC855C,3000,EA,46053,38700,7353,INR,42F2E9AFC4EF1EE7A4AB154ADF196C01,50
40F2E9AFC5011EE7AEC4A37070E9655C,40F2E9AFC5011EE7AEC4A36FBC20E55C,40F2E9AFC5011EE7AEC4A36BD0BCA55C,1000,EA,10591,8900,1691,PLN,42F2E9AFC4EF1EE7A4AB154ADF198C01,60
40F2E9AFC5011EE7AEC4A37070E9855C,40F2E9AFC5011EE7AEC4A36FBC21055C,40F2E9AFC5011EE7AEC4A36BD0BDC55C,2000,EA,9282,7800,1482,GBP,42F2E9AFC4EF1EE7A4AB154ADF1BAC01,90
40F2E9AFC5011EE7AEC4A37070E9A55C,40F2E9AFC5011EE7AEC4A36FBC21055C,40F2E9AFC5011EE7AEC4A36BD0BDA55C,3000,EA,2463,2070,393,EUR,42F2E9AFC4EF1EE7A4AB154ADF1B8C01,80
40F2E9AFC5011EE7AEC4A37070E9C55C,40F2E9AFC5011EE7AEC4A36FBC21055C,40F2E9AFC5011EE7AEC4A36BD0BD855C,2000,EA,2118,1780,338,USD,42F2E9AFC4EF1EE7A4AB154ADF1B6C01,70
40F2E9AFC5011EE7AEC4A37070E9E55C,40F2E9AFC5011EE7AEC4A36FBC21055C,40F2E9AFC5011EE7AEC4A36BD0BD655C,1000,EA,5355,4500,855,EUR,42F2E9AFC4EF1EE7A4AB154ADF1A4C01,60
40F2E9AFC5011EE7AEC4A37070EA055C,40F2E9AFC5011EE7AEC4A36FBC21055C,40F2E9AFC5011EE7AEC4A36BD0BD455C,1000,EA,3094,2600,494,EUR,42F2E9AFC4EF1EE7A4AB154ADF1A2C01,50
40F2E9AFC5011EE7AEC4A37070EA255C,40F2E9AFC5011EE7AEC4A36FBC21055C,40F2E9AFC5011EE7AEC4A36BD0BD255C,2000,EA,9282,7800,1482,EUR,42F2E9AFC4EF1EE7A4AB154ADF1A0C01,40
40F2E9AFC5011EE7AEC4A37070EA455C,40F2E9AFC5011EE7AEC4A36FBC21055C,40F2E9AFC5011EE7AEC4A36BD0BD055C,2000,EA,3.57,3,56962,DKK,42F2E9AFC4EF1EE7A4AB154ADF19EC01,30
40F2E9AFC5011EE7AEC4A37070EA655C,40F2E9AFC5011EE7AEC4A36FBC21055C,40F2E9AFC5011EE7AEC4A36BD0BCE55C,2000,EA,44982,37800,7182,CNY,42F2E9AFC4EF1EE7A4AB154ADF19CC01,20
40F2E9AFC5011EE7AEC4A37070EA855C,40F2E9AFC5011EE7AEC4A36FBC21055C,40F2E9AFC5011EE7AEC4A36BD0BCC55C,2000,EA,40222,33800,6422,ARS,42F2E9AFC4EF1EE7A4AB154ADF19AC01,10
40F2E9AFC5011EE7AEC4A37070EAA55C,40F2E9AFC5011EE7AEC4A36FBC21255C,40F2E9AFC5011EE7AEC4A36BD0BDE55C,2000,EA,547,460,87,EUR,42F2E9AFC4EF1EE7A4AB154ADF1BCC01,10
40F2E9AFC5011EE7AEC4A37070EAC55C,40F2E9AFC5011EE7AEC4A36FBC21255C,40F2E9AFC5011EE7AEC4A36BD0BE055C,1000,EA,3689,3100,589,USD,42F2E9AFC4EF1EE7A4AB154ADF1BEC01,20
40F2E9AFC5011EE7AEC4A37070EAE55C,40F2E9AFC5011EE7AEC4A36FBC21255C,40F2E9AFC5011EE7AEC4A36BD0BE255C,2000,EA,11662,9800,1862,CAD,42F2E9AFC4EF1EE7A4AB154ADF1C0C01,30
40F2E9AFC5011EE7AEC4A37070EB055C,40F2E9AFC5011EE7AEC4A36FBC21455C,40F2E9AFC5011EE7AEC4A36BD0BE455C,3000,EA,24633,20700,3933,USD,42F2E9AFC4EF1EE7A4AB154ADF1AAC01,10
40F2E9AFC5011EE7AEC4A37070EB255C,40F2E9AFC5011EE7AEC4A36FBC21455C,40F2E9AFC5011EE7AEC4A36BD0BE655C,3000,EA,27489,23100,4389,EUR,42F2E9AFC4EF1EE7A4AB154ADF1ACC01,20
40F2E9AFC5011EE7AEC4A37070EB455C,40F2E9AFC5011EE7AEC4A36FBC21655C,40F2E9AFC5011EE7AEC4A36BD0BEE55C,2000,EA,7116,5980,1136,ARS,42F2E9AFC4EF1EE7A4AB154ADF1B4C01,40
40F2E9AFC5011EE7AEC4A37070EB655C,40F2E9AFC5011EE7AEC4A36FBC21655C,40F2E9AFC5011EE7AEC4A36BD0BEC55C,1000,EA,4046,3400,646,MXN,42F2E9AFC4EF1EE7A4AB154ADF1B2C01,30
40F2E9AFC5011EE7AEC4A37070EB855C,40F2E9AFC5011EE7AEC4A36FBC21655C,40F2E9AFC5011EE7AEC4A36BD0BEA55C,3000,EA,10353,8700,1653,EUR,42F2E9AFC4EF1EE7A4AB154ADF1B0C01,20
40F2E9AFC5011EE7AEC4A37070EBA55C,40F2E9AFC5011EE7AEC4A36FBC21655C,40F2E9AFC5011EE7AEC4A36BD0BE855C,3000,EA,19635,16500,3135,JPY,42F2E9AFC4EF1EE7A4AB154ADF1AEC01,10
40F2E9AFC5011EE7AEC4A37070EBC55C,40F2E9AFC5011EE7AEC4A36FBC21855C,40F2E9AFC5011EE7AEC4A36BD0BF055C,3000,EA,21063,17700,3363,MXN,42F2E9AFC4EF1EE7A4AB154ADF1C2C01,10
40F2E9AFC5011EE7AEC4A37070EBE55C,40F2E9AFC5011EE7AEC4A36FBC21855C,40F2E9AFC5011EE7AEC4A36BD0BF255C,3000,EA,24633,20700,3933,EUR,42F2E9AFC4EF1EE7A4AB154ADF1C4C01,20
40F2E9AFC5011EE7AEC4A37070EC055C,40F2E9AFC5011EE7AEC4A36FBC21855C,40F2E9AFC5011EE7AEC4A36BD0BF455C,3000,EA,12495,10500,1995,ARS,42F2E9AFC4EF1EE7A4AB154ADF1C6C01,30
40F2E9AFC5011EE7AEC4A37070EC255C,40F2E9AFC5011EE7AEC4A36FBC21855C,40F2E9AFC5011EE7AEC4A36BD0BF655C,3000,EA,10353,8700,1653,EUR,42F2E9AFC4EF1EE7A4AB154ADF1C8C01,40
40F2E9AFC5011EE7AEC4A37070EC455C,40F2E9AFC5011EE7AEC4A36FBC21855C,40F2E9AFC5011EE7AEC4A36BD0BF855C,2000,EA,3.4,2.86,54340,RUB,42F2E9AFC4EF1EE7A4AB154ADF1CAC01,50
40F2E9AFC5011EE7AEC4A37070EC655C,40F2E9AFC5011EE7AEC4A36FBC21855C,40F2E9AFC5011EE7AEC4A36BD0BFA55C,1000,EA,2737,2300,437,USD,42F2E9AFC4EF1EE7A4AB154ADF1CCC01,60
40F2E9AFC5011EE7AEC4A37070EC855C,40F2E9AFC5011EE7AEC4A36FBC21855C,40F2E9AFC5011EE7AEC4A36BD0BFC55C,2000,EA,5.71,4.8,91162,EUR,42F2E9AFC4EF1EE7A4AB154ADF1CEC01,70
40F2E9AFC5011EE7AEC4A37070ECA55C,40F2E9AFC5011EE7AEC4A36FBC21A55C,40F2E9AFC5011EE7AEC4A36BD0C1055C,3000,EA,1.23,1.04,19665,EUR,42F2E9AFC4EF1EE7A4AB154ADF162C01,100
40F2E9AFC5011EE7AEC4A37070ECC55C,40F2E9AFC5011EE7AEC4A36FBC21A55C,40F2E9AFC5011EE7AEC4A36BD0C0E55C,3000,EA,1.02,85500,16245,GBP,42F2E9AFC4EF1EE7A4AB154ADF160C01,90
40F2E9AFC5011EE7AEC4A37070ECE55C,40F2E9AFC5011EE7AEC4A36FBC21A55C,40F2E9AFC5011EE7AEC4A36BD0C0C55C,2000,EA,54740,46000,8740,EUR,42F2E9AFC4EF1EE7A4AB154ADF15EC01,80
40F2E9AFC5011EE7AEC4A37070ED055C,40F2E9AFC5011EE7AEC4A36FBC21A55C,40F2E9AFC5011EE7AEC4A36BD0C0A55C,2000,EA,5.47,4.6,87362,JPY,42F2E9AFC4EF1EE7A4AB154ADF154C01,70
40F2E9AFC5011EE7AEC4A37070ED255C,40F2E9AFC5011EE7AEC4A36FBC21A55C,40F2E9AFC5011EE7AEC4A36BD0C0855C,2000,EA,4.76,4,75962,EUR,42F2E9AFC4EF1EE7A4AB154ADF152C01,60
40F2E9AFC5011EE7AEC4A37070ED455C,40F2E9AFC5011EE7AEC4A36FBC21A55C,40F2E9AFC5011EE7AEC4A36BD0C0655C,3000,EA,1.07,89700,17043,USD,42F2E9AFC4EF1EE7A4AB154ADF150C01,50
40F2E9AFC5011EE7AEC4A37070ED655C,40F2E9AFC5011EE7AEC4A36FBC21A55C,40F2E9AFC5011EE7AEC4A36BD0C0455C,2000,EA,3.93,3.3,62700,EUR,42F2E9AFC4EF1EE7A4AB154ADF14EC01,40
40F2E9AFC5011EE7AEC4A37070ED855C,40F2E9AFC5011EE7AEC4A36FBC21A55C,40F2E9AFC5011EE7AEC4A36BD0C0255C,2000,EA,3.74,3.14,59660,USD,42F2E9AFC4EF1EE7A4AB154ADF14CC01,30
40F2E9AFC5011EE7AEC4A37070EDA55C,40F2E9AFC5011EE7AEC4A36FBC21A55C,40F2E9AFC5011EE7AEC4A36BD0C0055C,2000,EA,2.97,2.5,47462,EUR,42F2E9AFC4EF1EE7A4AB154ADF14AC01,20
