NODE_KEY,SO_GUID,DLY_NOTE_NUMBER,CREATED_BY,CREATED_AT,CHANGED_BY,CHANGED_AT,GROSS_AMOUNT,NET_AMOUNT,TAX_AMOUNT,CURRENCY_CODE,BUYER_GUID,PAYMENT_STATUS
40F2E9AFC5011EE7AEC4A36FBC26C55C,40F2E9AFC5011EE7AEC4A36A95D2455C,500040476,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.805.220.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.811.220.0000000000,7018,5897,1121,EUR,42F2E9AFC4EF1EE7A4AB1547437E8C01,P
40F2E9AFC5011EE7AEC4A36FBC26E55C,40F2E9AFC5011EE7AEC4A36A95D2655C,500040477,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.806.220.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.812.220.0000000000,17814,14970,2844,EUR,42F2E9AFC4EF1EE7A4AB1547437E2C01,P
40F2E9AFC5011EE7AEC4A36FBC27055C,40F2E9AFC5011EE7AEC4A36A95D2855C,500040478,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.807.220.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.813.220.0000000000,87155,73240,13915,EUR,42F2E9AFC4EF1EE7A4AB1547437DEC01,P
40F2E9AFC5011EE7AEC4A36FBC27255C,40F2E9AFC5011EE7AEC4A36A95D2A55C,500040479,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.808.220.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.814.220.0000000000,1.44,1.21399,23065,EUR,42F2E9AFC4EF1EE7A4AB1547437ECC01,P
40F2E9AFC5011EE7AEC4A36FBC27455C,40F2E9AFC5011EE7AEC4A36A95D2C55C,500040480,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.809.220.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.815.220.0000000000,4.74,3.9795,75610,EUR,42F2E9AFC4EF1EE7A4AB1547437EEC01,
40F2E9AFC5011EE7AEC4A36FBC27655C,40F2E9AFC5011EE7AEC4A36A95D2E55C,500040481,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.810.220.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.816.220.0000000000,15898,13360,2538,EUR,42F2E9AFC4EF1EE7A4AB1547437DEC01,P
40F2E9AFC5011EE7AEC4A36FBC27855C,40F2E9AFC5011EE7AEC4A36A95D3055C,500040482,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.811.220.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.817.220.0000000000,52122,43800,8322,EUR,42F2E9AFC4EF1EE7A4AB1547437E0C01,P
40F2E9AFC5011EE7AEC4A36FBC27A55C,40F2E9AFC5011EE7AEC4A36A95D3255C,500040483,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.812.220.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.818.220.0000000000,41150,34580,6570,EUR,42F2E9AFC4EF1EE7A4AB1547437EAC01,P
40F2E9AFC5011EE7AEC4A36FBC27C55C,40F2E9AFC5011EE7AEC4A36A95D3455C,500040484,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.813.220.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.819.220.0000000000,9.83,8.257,1.56883,EUR,42F2E9AFC4EF1EE7A4AB1547437E2C01,
40F2E9AFC5011EE7AEC4A36FBC27E55C,40F2E9AFC5011EE7AEC4A36A95D3655C,500040485,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.814.220.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.820.220.0000000000,25.87,21.737,4.13003,EUR,42F2E9AFC4EF1EE7A4AB1547437EEC01,
40F2E9AFC5011EE7AEC4A36FBC28055C,40F2E9AFC5011EE7AEC4A36A95D3855C,500040486,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.815.220.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.821.220.0000000000,14.6,12.271,2.33149,EUR,42F2E9AFC4EF1EE7A4AB1547437EEC01,
40F2E9AFC5011EE7AEC4A36FBC28255C,40F2E9AFC5011EE7AEC4A36A95D3A55C,500040487,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.816.220.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.822.220.0000000000,5.63,4.732,89908,EUR,42F2E9AFC4EF1EE7A4AB1547437EEC01,
40F2E9AFC5011EE7AEC4A36FBC28455C,40F2E9AFC5011EE7AEC4A36A95D3C55C,500040488,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.817.220.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.823.220.0000000000,1.7,1.43197,27207,EUR,42F2E9AFC4EF1EE7A4AB1547437EAC01,P
40F2E9AFC5011EE7AEC4A36FBC28655C,40F2E9AFC5011EE7AEC4A36A95D3E55C,500040489,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.818.220.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.824.220.0000000000,76124,63970,12154,EUR,42F2E9AFC4EF1EE7A4AB1547437E8C01,P
40F2E9AFC5011EE7AEC4A36FBC28855C,40F2E9AFC5011EE7AEC4A36A95D4055C,500040490,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.819.220.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.825.220.0000000000,101.3,85.1254,16.17382,EUR,42F2E9AFC4EF1EE7A4AB1547437E0C01,
40F2E9AFC5011EE7AEC4A36FBC28A55C,40F2E9AFC5011EE7AEC4A36A95D4255C,500040491,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.820.220.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.826.220.0000000000,25073,21070,4003,EUR,42F2E9AFC4EF1EE7A4AB1547437E8C01,P
40F2E9AFC5011EE7AEC4A36FBC28C55C,40F2E9AFC5011EE7AEC4A36A95D4455C,500040492,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.821.220.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.827.220.0000000000,10.31,8.665,1.64635,EUR,42F2E9AFC4EF1EE7A4AB1547437E0C01,
40F2E9AFC5011EE7AEC4A36FBC28E55C,40F2E9AFC5011EE7AEC4A36A95D4655C,500040493,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.822.220.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.828.220.0000000000,19516,16400,3116,EUR,42F2E9AFC4EF1EE7A4AB1547437ECC01,P
40F2E9AFC5011EE7AEC4A36FBC29055C,40F2E9AFC5011EE7AEC4A36A95D4855C,500040494,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.823.220.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.829.220.0000000000,107.1,90,17.1,EUR,42F2E9AFC4EF1EE7A4AB1547437EEC01,
40F2E9AFC5011EE7AEC4A36FBC29255C,40F2E9AFC5011EE7AEC4A36A95D4A55C,500040495,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.824.220.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.830.220.0000000000,4.42,3.7107,70503,EUR,42F2E9AFC4EF1EE7A4AB1547437DEC01,
40F2E9AFC5011EE7AEC4A36FBC29455C,40F2E9AFC5011EE7AEC4A36A95D4C55C,500040496,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.825.220.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.831.220.0000000000,32594,27390,5204,EUR,42F2E9AFC4EF1EE7A4AB1547437EEC01,P
40F2E9AFC5011EE7AEC4A36FBC29655C,40F2E9AFC5011EE7AEC4A36A95D4E55C,500040497,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.826.220.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.901.220.0000000000,23.74,19.953,3.79107,EUR,42F2E9AFC4EF1EE7A4AB1547437E2C01,
40F2E9AFC5011EE7AEC4A36FBC29855C,40F2E9AFC5011EE7AEC4A36A95D5055C,500040498,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.827.220.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.902.220.0000000000,4.5,3.7814,71847,EUR,42F2E9AFC4EF1EE7A4AB1547437E0C01,
40F2E9AFC5011EE7AEC4A36FBC29A55C,40F2E9AFC5011EE7AEC4A36A95D5255C,500040499,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.828.220.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.903.220.0000000000,2.73,2.2918,43544,EUR,42F2E9AFC4EF1EE7A4AB1547437E0C01,
40F2E9AFC5011EE7AEC4A36FBC29C55C,40F2E9AFC5011EE7AEC4A36A95D5455C,500040500,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.829.220.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.904.220.0000000000,54131,45488,8643,EUR,42F2E9AFC4EF1EE7A4AB1547437EAC01,P
40F2E9AFC5011EE7AEC4A36FBC29E55C,40F2E9AFC5011EE7AEC4A36A95D5655C,500040501,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.830.220.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.905.220.0000000000,27489,23100,4389,EUR,42F2E9AFC4EF1EE7A4AB1547437E8C01,P
40F2E9AFC5011EE7AEC4A36FBC2A055C,40F2E9AFC5011EE7AEC4A36A95D5855C,500040502,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.831.220.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.906.220.0000000000,17814,14970,2844,EUR,42F2E9AFC4EF1EE7A4AB1547437DEC01,P
40F2E9AFC5011EE7AEC4A36FBC2A255C,40F2E9AFC5011EE7AEC4A36A95D5A55C,500040503,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.901.220.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.907.220.0000000000,87155,73240,13915,EUR,42F2E9AFC4EF1EE7A4AB1547437E2C01,P
40F2E9AFC5011EE7AEC4A36FBC2A455C,40F2E9AFC5011EE7AEC4A36A95D5C55C,500040504,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.902.220.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.908.220.0000000000,5.84,4.911,93308,EUR,42F2E9AFC4EF1EE7A4AB1547437ECC01,
40F2E9AFC5011EE7AEC4A36FBC2A655C,40F2E9AFC5011EE7AEC4A36A95D5E55C,500040505,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.903.220.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.909.220.0000000000,113.03,94.9855,18.04724,EUR,42F2E9AFC4EF1EE7A4AB1547437EEC01,
40F2E9AFC5011EE7AEC4A36FBC2A855C,40F2E9AFC5011EE7AEC4A36A95D6055C,500040506,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.904.220.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.910.220.0000000000,11424,9600,1824,EUR,42F2E9AFC4EF1EE7A4AB1547437DEC01,P
40F2E9AFC5011EE7AEC4A36FBC2AA55C,40F2E9AFC5011EE7AEC4A36A95D6255C,500040507,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.905.220.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.911.220.0000000000,52122,43800,8322,EUR,42F2E9AFC4EF1EE7A4AB1547437EAC01,P
40F2E9AFC5011EE7AEC4A36FBC2AC55C,40F2E9AFC5011EE7AEC4A36A95D6455C,500040508,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.906.220.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.912.220.0000000000,41150,34580,6570,EUR,42F2E9AFC4EF1EE7A4AB1547437E0C01,P
40F2E9AFC5011EE7AEC4A36FBC2AE55C,40F2E9AFC5011EE7AEC4A36A95D6655C,500040509,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.907.220.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.913.220.0000000000,10.59,8.9,1.691,EUR,42F2E9AFC4EF1EE7A4AB1547437E2C01,
40F2E9AFC5011EE7AEC4A36FBC2B055C,40F2E9AFC5011EE7AEC4A36A95D6855C,500040510,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.908.220.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.914.220.0000000000,25.87,21.737,4.13003,EUR,40F2E9AFC5011ED7A8B9774C83388DB9,
40F2E9AFC5011EE7AEC4A36FBC2B255C,40F2E9AFC5011EE7AEC4A36A95D6A55C,500040511,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.909.220.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.915.220.0000000000,14.6,12.271,2.33149,EUR,42F2E9AFC4EF1EE7A4AB15474379EC01,
40F2E9AFC5011EE7AEC4A36FBC2B455C,40F2E9AFC5011EE7AEC4A36A95D6C55C,500040512,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.910.220.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.916.220.0000000000,5.63,4.732,89908,EUR,42F2E9AFC4EF1EE7A4AB15474379CC01,
40F2E9AFC5011EE7AEC4A36FBC2B655C,40F2E9AFC5011EE7AEC4A36A95D6E55C,500040513,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.911.220.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.917.220.0000000000,1.7,1.43197,27207,EUR,42F2E9AFC4EF1EE7A4AB1547437A2C01,P
40F2E9AFC5011EE7AEC4A36FBC2B855C,40F2E9AFC5011EE7AEC4A36A95D7055C,500040514,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.912.220.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.918.220.0000000000,76124,63970,12154,EUR,42F2E9AFC4EF1EE7A4AB1547437A2C01,P
40F2E9AFC5011EE7AEC4A36FBC2BA55C,40F2E9AFC5011EE7AEC4A36A95D7255C,500040515,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.913.220.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.919.220.0000000000,101.3,85.1254,16.17382,EUR,42F2E9AFC4EF1EE7A4AB1547437A6C01,
40F2E9AFC5011EE7AEC4A36FBC2BC55C,40F2E9AFC5011EE7AEC4A36A95D7455C,500040516,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.914.220.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.920.220.0000000000,25073,21070,4003,EUR,40F2E9AFC5011ED7A8B96BFBA31EAD48,P
40F2E9AFC5011EE7AEC4A36FBC2BE55C,40F2E9AFC5011EE7AEC4A36A95D7655C,500040517,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.915.220.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.921.220.0000000000,10.31,8.665,1.64635,EUR,40F2E9AFC5011ED7A8B96DBA64F9CD48,
40F2E9AFC5011EE7AEC4A36FBC2C055C,40F2E9AFC5011EE7AEC4A36A95D7855C,500040518,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.916.220.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.922.220.0000000000,19516,16400,3116,EUR,42F2E9AFC4EF1EE7A4AB1547437A8C01,P
40F2E9AFC5011EE7AEC4A36FBC2C255C,40F2E9AFC5011EE7AEC4A36A95D7A55C,500040519,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.917.220.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.923.220.0000000000,3.97,3.338,63422,EUR,40F2E9AFC5011ED7A8B9774C83388DB9,
40F2E9AFC5011EE7AEC4A36FBC2C455C,40F2E9AFC5011EE7AEC4A36A95D7C55C,500040520,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.918.220.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.924.220.0000000000,82795,69575,13220,EUR,42F2E9AFC4EF1EE7A4AB15474379EC01,P
40F2E9AFC5011EE7AEC4A36FBC2C655C,40F2E9AFC5011EE7AEC4A36A95D7E55C,500040521,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.919.220.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.925.220.0000000000,32594,27390,5204,EUR,40F2E9AFC5011ED7A8B96DBA64F9CD48,P
40F2E9AFC5011EE7AEC4A36FBC2C855C,40F2E9AFC5011EE7AEC4A36A95D8055C,500040522,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.920.220.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.926.220.0000000000,24.7,20.76,3.9444,EUR,42F2E9AFC4EF1EE7A4AB15474379CC01,
40F2E9AFC5011EE7AEC4A36FBC2CA55C,40F2E9AFC5011EE7AEC4A36A95D8255C,500040523,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.921.220.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.927.220.0000000000,8.26,6.938,1.31822,EUR,42F2E9AFC4EF1EE7A4AB1547437A2C01,
40F2E9AFC5011EE7AEC4A36FBC2CC55C,40F2E9AFC5011EE7AEC4A36A95D8455C,500040524,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.922.220.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.928.220.0000000000,3.46,2.907,55233,EUR,42F2E9AFC4EF1EE7A4AB1547437A2C01,
40F2E9AFC5011EE7AEC4A36FBC2CE55C,40F2E9AFC5011EE7AEC4A36A95D8655C,500040525,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.923.220.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.929.220.0000000000,86273,72498,13775,EUR,42F2E9AFC4EF1EE7A4AB1547437A6C01,P
40F2E9AFC5011EE7AEC4A36FBC2D055C,40F2E9AFC5011EE7AEC4A36A95D8855C,500040526,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.924.220.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.930.220.0000000000,7018,5897,1121,EUR,40F2E9AFC5011ED7A8B96DBA64F9CD48,P
40F2E9AFC5011EE7AEC4A36FBC2D255C,40F2E9AFC5011EE7AEC4A36A95D8A55C,500040527,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.925.220.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.171.001.220.0000000000,17814,14970,2844,EUR,42F2E9AFC4EF1EE7A4AB15474379CC01,P
40F2E9AFC5011EE7AEC4A36FBC2D455C,40F2E9AFC5011EE7AEC4A36A95D8C55C,500040528,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.926.220.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.171.002.220.0000000000,87155,73240,13915,EUR,42F2E9AFC4EF1EE7A4AB15474379EC01,P
40F2E9AFC5011EE7AEC4A36FBC2D655C,40F2E9AFC5011EE7AEC4A36A95D8E55C,500040529,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.927.220.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.171.003.220.0000000000,1.44,1.21399,23065,EUR,42F2E9AFC4EF1EE7A4AB1547437A8C01,P
40F2E9AFC5011EE7AEC4A36FBC2D855C,40F2E9AFC5011EE7AEC4A36A95D9055C,500040530,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.928.220.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.171.004.220.0000000000,4.74,3.9795,75610,EUR,40F2E9AFC5011ED7A8B9774C83388DB9,
40F2E9AFC5011EE7AEC4A36FBC2DA55C,40F2E9AFC5011EE7AEC4A36A95D9255C,500040531,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.929.220.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.171.005.220.0000000000,15898,13360,2538,EUR,42F2E9AFC4EF1EE7A4AB15474379EC01,P
40F2E9AFC5011EE7AEC4A36FBC2DC55C,40F2E9AFC5011EE7AEC4A36A95D9455C,500040532,42F2E9AFC4EF1EE7A4AB154743444C01,20.170.930.220.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.171.006.220.0000000000,52122,43800,8322,EUR,42F2E9AFC4EF1EE7A4AB1547437A2C01,P
40F2E9AFC5011EE7AEC4A36FBC2DE55C,40F2E9AFC5011EE7AEC4A36A95D9655C,500040533,42F2E9AFC4EF1EE7A4AB154743444C01,20.171.001.220.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.171.007.220.0000000000,41150,34580,6570,EUR,42F2E9AFC4EF1EE7A4AB1547437A6C01,P
40F2E9AFC5011EE7AEC4A36FBC2E055C,40F2E9AFC5011EE7AEC4A36A95D9855C,500040534,42F2E9AFC4EF1EE7A4AB154743444C01,20.171.002.220.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.171.008.220.0000000000,9.83,8.257,1.56883,EUR,42F2E9AFC4EF1EE7A4AB15474379CC01,
40F2E9AFC5011EE7AEC4A36FBC2E255C,40F2E9AFC5011EE7AEC4A36A95D9A55C,500040535,42F2E9AFC4EF1EE7A4AB154743444C01,20.171.003.220.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.171.009.220.0000000000,25.87,21.737,4.13003,EUR,40F2E9AFC5011ED7A8B96BFBA31EAD48,
40F2E9AFC5011EE7AEC4A36FBC2E455C,40F2E9AFC5011EE7AEC4A36A95D9C55C,500040536,42F2E9AFC4EF1EE7A4AB154743444C01,20.171.004.220.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.171.010.220.0000000000,14.6,12.271,2.33149,EUR,40F2E9AFC5011ED7A8B96BFBA31EAD48,
40F2E9AFC5011EE7AEC4A36FBC2E655C,40F2E9AFC5011EE7AEC4A36A95D9E55C,500040537,42F2E9AFC4EF1EE7A4AB154743444C01,20.171.005.220.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.171.011.220.0000000000,5.63,4.732,89908,EUR,40F2E9AFC5011ED7A8B96BFBA31EAD48,
40F2E9AFC5011EE7AEC4A36FBC2E855C,40F2E9AFC5011EE7AEC4A36A95DA055C,500040538,42F2E9AFC4EF1EE7A4AB154743444C01,20.171.006.220.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.171.012.220.0000000000,1.7,1.43197,27207,EUR,42F2E9AFC4EF1EE7A4AB1547437A6C01,P
40F2E9AFC5011EE7AEC4A36FBC2EA55C,40F2E9AFC5011EE7AEC4A36A95DA255C,500040539,42F2E9AFC4EF1EE7A4AB154743444C01,20.171.007.220.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.171.013.220.0000000000,76124,63970,12154,EUR,40F2E9AFC5011ED7A8B96DBA64F9CD48,P
40F2E9AFC5011EE7AEC4A36FBC2EC55C,40F2E9AFC5011EE7AEC4A36A95DA455C,500040540,42F2E9AFC4EF1EE7A4AB154743444C01,20.171.008.220.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.171.014.220.0000000000,101.3,85.1254,16.17382,EUR,42F2E9AFC4EF1EE7A4AB1547437A2C01,
40F2E9AFC5011EE7AEC4A36FBC2EE55C,40F2E9AFC5011EE7AEC4A36A95DA655C,500040541,42F2E9AFC4EF1EE7A4AB154743444C01,20.171.009.220.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.171.015.220.0000000000,25073,21070,4003,EUR,40F2E9AFC5011ED7A8B96DBA64F9CD48,P
40F2E9AFC5011EE7AEC4A36FBC2F055C,40F2E9AFC5011EE7AEC4A36A95DA855C,500040542,42F2E9AFC4EF1EE7A4AB154743444C01,20.171.010.220.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.171.016.220.0000000000,10.31,8.665,1.64635,EUR,42F2E9AFC4EF1EE7A4AB1547437A2C01,
40F2E9AFC5011EE7AEC4A36FBC2F255C,40F2E9AFC5011EE7AEC4A36A95DAA55C,500040543,42F2E9AFC4EF1EE7A4AB154743444C01,20.171.011.220.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.171.017.220.0000000000,19516,16400,3116,EUR,42F2E9AFC4EF1EE7A4AB1547437A8C01,P
40F2E9AFC5011EE7AEC4A36FBC2F455C,40F2E9AFC5011EE7AEC4A36A95DAC55C,500040544,42F2E9AFC4EF1EE7A4AB154743444C01,20.171.012.220.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.171.018.220.0000000000,107.1,90,17.1,EUR,40F2E9AFC5011ED7A8B9774C83388DB9,
40F2E9AFC5011EE7AEC4A36FBC2F655C,40F2E9AFC5011EE7AEC4A36A95DAE55C,500040545,42F2E9AFC4EF1EE7A4AB154743444C01,20.171.013.220.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.171.019.220.0000000000,4.42,3.7107,70503,EUR,42F2E9AFC4EF1EE7A4AB15474379EC01,
40F2E9AFC5011EE7AEC4A36FBC2F855C,40F2E9AFC5011EE7AEC4A36A95DB055C,500040546,42F2E9AFC4EF1EE7A4AB154743444C01,20.171.014.220.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.171.020.220.0000000000,32594,27390,5204,EUR,40F2E9AFC5011ED7A8B96BFBA31EAD48,P
40F2E9AFC5011EE7AEC4A36FBC2FA55C,40F2E9AFC5011EE7AEC4A36A95DB255C,500040547,42F2E9AFC4EF1EE7A4AB154743444C01,20.171.015.220.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.171.021.220.0000000000,23.74,19.953,3.79107,EUR,42F2E9AFC4EF1EE7A4AB15474379CC01,
40F2E9AFC5011EE7AEC4A36FBC2FC55C,40F2E9AFC5011EE7AEC4A36A95DB455C,500040548,42F2E9AFC4EF1EE7A4AB154743444C01,20.171.016.220.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.171.022.220.0000000000,4.5,3.7814,71847,EUR,42F2E9AFC4EF1EE7A4AB1547437A2C01,
40F2E9AFC5011EE7AEC4A36FBC2FE55C,40F2E9AFC5011EE7AEC4A36A95DB655C,500040549,42F2E9AFC4EF1EE7A4AB154743444C01,20.171.017.220.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.171.023.220.0000000000,2.73,2.2918,43544,EUR,42F2E9AFC4EF1EE7A4AB1547437A2C01,
40F2E9AFC5011EE7AEC4A36FBC30055C,40F2E9AFC5011EE7AEC4A36A95DB855C,500040550,42F2E9AFC4EF1EE7A4AB154743444C01,20.171.018.220.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.171.024.220.0000000000,54131,45488,8643,EUR,42F2E9AFC4EF1EE7A4AB1547437A6C01,P
40F2E9AFC5011EE7AEC4A36FBC30255C,40F2E9AFC5011EE7AEC4A36A95DBA55C,500040551,42F2E9AFC4EF1EE7A4AB154743444C01,20.171.019.220.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.171.025.220.0000000000,27489,23100,4389,EUR,40F2E9AFC5011ED7A8B96DBA64F9CD48,P
40F2E9AFC5011EE7AEC4A36FBC30455C,40F2E9AFC5011EE7AEC4A36A95DBC55C,500040552,42F2E9AFC4EF1EE7A4AB154743444C01,20.171.020.220.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.171.026.220.0000000000,17814,14970,2844,EUR,42F2E9AFC4EF1EE7A4AB15474379EC01,P
40F2E9AFC5011EE7AEC4A36FBC30655C,40F2E9AFC5011EE7AEC4A36A95DBE55C,500040553,42F2E9AFC4EF1EE7A4AB154743444C01,20.171.021.220.0000000000,42F2E9AFC4EF1EE7A4AB154743444C01,20.171.027.220.0000000000,87155,73240,13915,EUR,42F2E9AFC4EF1EE7A4AB15474379CC01,P
